"purchase_date","promo_code","promo_ratio","total_price","sales_after_promo"
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",550000,545000
"2022-10-21","TANPA_PROMO","TANPA_PROMO",296907,296907
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",35970,30970
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",192000,187000
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",29600,24600
"2022-10-21","TANPA_PROMO","TANPA_PROMO",227997,227997
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",93300,88300
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",62400,57400
"2022-10-21","TANPA_PROMO","TANPA_PROMO",450000,450000
"2022-10-21","TANPA_PROMO","TANPA_PROMO",20000,20000
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",10000,5000
"2022-10-21","TANPA_PROMO","TANPA_PROMO",39800,39800
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",319200,314200
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",569700,564700
"2022-10-21","TANPA_PROMO","TANPA_PROMO",170000,170000
"2022-10-21","TANPA_PROMO","TANPA_PROMO",477000,477000
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",227700,222700
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",297000,292000
"2022-10-21","GRATIS_ONGKIR","APPLY_PROMO",280000,275000
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",56000,51000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",415000,415000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",26850,26850
"2022-10-22","TANPA_PROMO","TANPA_PROMO",118000,118000
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",116250,111250
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",63000,58000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",49000,49000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",534966,534966
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",356644,351644
"2022-10-22","TANPA_PROMO","TANPA_PROMO",42660,42660
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",79000,74000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",506250,506250
"2022-10-22","TANPA_PROMO","TANPA_PROMO",25000,25000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",195000,195000
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",46000,41000
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",161592,156592
"2022-10-22","TANPA_PROMO","TANPA_PROMO",57500,57500
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",1398000,1393000
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",472500,467500
"2022-10-22","TANPA_PROMO","TANPA_PROMO",672000,672000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",99000,99000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",693000,693000
"2022-10-22","TANPA_PROMO","TANPA_PROMO",224400,224400
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",54900,49900
"2022-10-22","TANPA_PROMO","TANPA_PROMO",899997,899997
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",44000,39000
"2022-10-22","GRATIS_ONGKIR","APPLY_PROMO",239850,234850
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",2025000,2020000
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",281940,276940
"2022-10-23","TANPA_PROMO","TANPA_PROMO",399998,399998
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",898000,893000
"2022-10-23","TANPA_PROMO","TANPA_PROMO",281940,281940
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",300000,295000
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",215100,210100
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",254250,249250
"2022-10-23","TANPA_PROMO","TANPA_PROMO",74800,74800
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",103900,98900
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",75980,70980
"2022-10-23","TANPA_PROMO","TANPA_PROMO",170050,170050
"2022-10-23","TANPA_PROMO","TANPA_PROMO",68700,68700
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",398000,393000
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",320000,315000
"2022-10-23","TANPA_PROMO","TANPA_PROMO",31000,31000
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",105400,100400
"2022-10-23","TANPA_PROMO","TANPA_PROMO",218040,218040
"2022-10-23","TANPA_PROMO","TANPA_PROMO",375000,375000
"2022-10-23","TANPA_PROMO","TANPA_PROMO",39000,39000
"2022-10-23","TANPA_PROMO","TANPA_PROMO",154500,154500
"2022-10-23","TANPA_PROMO","TANPA_PROMO",299999,299999
"2022-10-23","TANPA_PROMO","TANPA_PROMO",129000,129000
"2022-10-23","TANPA_PROMO","TANPA_PROMO",199000,199000
"2022-10-23","TANPA_PROMO","TANPA_PROMO",29640,29640
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",399998,394998
"2022-10-23","TANPA_PROMO","TANPA_PROMO",65000,65000
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",217500,212500
"2022-10-23","GRATIS_ONGKIR","APPLY_PROMO",458000,453000
"2022-10-24","TANPA_PROMO","TANPA_PROMO",2199800,2199800
"2022-10-24","TANPA_PROMO","TANPA_PROMO",193500,193500
"2022-10-24","TANPA_PROMO","TANPA_PROMO",38000,38000
"2022-10-24","TANPA_PROMO","TANPA_PROMO",205000,205000
"2022-10-24","TANPA_PROMO","TANPA_PROMO",30600,30600
"2022-10-24","TANPA_PROMO","TANPA_PROMO",5700000,5700000
"2022-10-24","GRATIS_ONGKIR","APPLY_PROMO",689997,684997
"2022-10-24","TANPA_PROMO","TANPA_PROMO",196500,196500
"2022-10-24","TANPA_PROMO","TANPA_PROMO",599997,599997
"2022-10-24","GRATIS_ONGKIR","APPLY_PROMO",246500,241500
"2022-10-24","TANPA_PROMO","TANPA_PROMO",300000,300000
"2022-10-24","TANPA_PROMO","TANPA_PROMO",291000,291000
"2022-10-24","GRATIS_ONGKIR","APPLY_PROMO",36375,31375
"2022-10-24","TANPA_PROMO","TANPA_PROMO",198000,198000
"2022-10-24","TANPA_PROMO","TANPA_PROMO",4347000,4347000
"2022-10-24","GRATIS_ONGKIR","APPLY_PROMO",506997,501997
"2022-10-24","TANPA_PROMO","TANPA_PROMO",56000,56000
"2022-10-24","GRATIS_ONGKIR","APPLY_PROMO",898000,893000
"2022-10-24","GRATIS_ONGKIR","APPLY_PROMO",165000,160000
"2022-10-24","TANPA_PROMO","TANPA_PROMO",78790,78790
"2022-10-24","TANPA_PROMO","TANPA_PROMO",74700,74700
"2022-10-24","TANPA_PROMO","TANPA_PROMO",84645,84645
"2022-10-24","GRATIS_ONGKIR","APPLY_PROMO",6150000,6145000
"2022-10-24","GRATIS_ONGKIR","APPLY_PROMO",193500,188500
"2022-10-25","TANPA_PROMO","TANPA_PROMO",260000,260000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",550000,545000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",581400,581400
"2022-10-25","TANPA_PROMO","TANPA_PROMO",70400,70400
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",5840000,5835000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",53000,48000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",198000,198000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",7500,2500
"2022-10-25","TANPA_PROMO","TANPA_PROMO",64500,64500
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",450000,445000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",119700,114700
"2022-10-25","TANPA_PROMO","TANPA_PROMO",462000,462000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",9998000,9998000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",97500,97500
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",193500,188500
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",520000,515000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",599998,599998
"2022-10-25","TANPA_PROMO","TANPA_PROMO",200000,200000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",693000,693000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",660000,660000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",534966,529966
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",23214,18214
"2022-10-25","TANPA_PROMO","TANPA_PROMO",106000,106000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",169000,164000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",1515000,1515000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",4050,-950
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",220000,215000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",887550,882550
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",198000,193000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",46428,46428
"2022-10-25","TANPA_PROMO","TANPA_PROMO",61600,61600
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",215100,210100
"2022-10-25","TANPA_PROMO","TANPA_PROMO",110000,110000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",95000,95000
"2022-10-25","TANPA_PROMO","TANPA_PROMO",19500,19500
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",312000,307000
"2022-10-25","GRATIS_ONGKIR","APPLY_PROMO",131746,126746
"2022-10-26","TANPA_PROMO","TANPA_PROMO",197500,197500
"2022-10-26","TANPA_PROMO","TANPA_PROMO",93000,93000
"2022-10-26","TANPA_PROMO","TANPA_PROMO",92997,92997
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",256000,251000
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",29900,24900
"2022-10-26","TANPA_PROMO","TANPA_PROMO",507000,507000
"2022-10-26","TANPA_PROMO","TANPA_PROMO",25000,25000
"2022-10-26","TANPA_PROMO","TANPA_PROMO",112500,112500
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",115999,110999
"2022-10-26","TANPA_PROMO","TANPA_PROMO",39000,39000
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",179700,174700
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",350000,345000
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",435000,430000
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",110000,105000
"2022-10-26","TANPA_PROMO","TANPA_PROMO",199999,199999
"2022-10-26","TANPA_PROMO","TANPA_PROMO",72680,72680
"2022-10-26","TANPA_PROMO","TANPA_PROMO",168300,168300
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",179700,174700
"2022-10-26","TANPA_PROMO","TANPA_PROMO",218000,218000
"2022-10-26","TANPA_PROMO","TANPA_PROMO",218000,218000
"2022-10-26","TANPA_PROMO","TANPA_PROMO",231000,231000
"2022-10-26","TANPA_PROMO","TANPA_PROMO",168300,168300
"2022-10-26","TANPA_PROMO","TANPA_PROMO",209700,209700
"2022-10-26","TANPA_PROMO","TANPA_PROMO",480000,480000
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",1575,-3425
"2022-10-26","TANPA_PROMO","TANPA_PROMO",255000,255000
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",80250,75250
"2022-10-26","GRATIS_ONGKIR","APPLY_PROMO",39800,34800
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",55000,50000
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",423000,418000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",78002,78002
"2022-10-27","TANPA_PROMO","TANPA_PROMO",338000,338000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",68700,68700
"2022-10-27","TANPA_PROMO","TANPA_PROMO",109000,109000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",70500,70500
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",15700,10700
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",172500,167500
"2022-10-27","TANPA_PROMO","TANPA_PROMO",3661020,3661020
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",105400,100400
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",387000,382000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",581400,581400
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",157250,152250
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",360000,355000
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",127980,122980
"2022-10-27","TANPA_PROMO","TANPA_PROMO",22000,22000
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",17500,12500
"2022-10-27","TANPA_PROMO","TANPA_PROMO",397500,397500
"2022-10-27","TANPA_PROMO","TANPA_PROMO",60000,60000
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",260000,255000
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",197500,192500
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",75780,70780
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",44000,39000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",88920,88920
"2022-10-27","TANPA_PROMO","TANPA_PROMO",62400,62400
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",77250,72250
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",234000,229000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",170700,170700
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",104000,99000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",499000,499000
"2022-10-27","GRATIS_ONGKIR","APPLY_PROMO",3980000,3975000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",155000,155000
"2022-10-27","TANPA_PROMO","TANPA_PROMO",357000,357000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",1515000,1515000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",106500,101500
"2022-10-28","TANPA_PROMO","TANPA_PROMO",615000,615000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",4050,4050
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",115000,110000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",420000,415000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",1788000,1783000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",278500,278500
"2022-10-28","TANPA_PROMO","TANPA_PROMO",25866,25866
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",95776,90776
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",899997,894997
"2022-10-28","TANPA_PROMO","TANPA_PROMO",195000,195000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",417000,417000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",898000,898000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",110000,110000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",17500,12500
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",99750,94750
"2022-10-28","TANPA_PROMO","TANPA_PROMO",175000,175000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",47000,42000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",510000,510000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",113800,108800
"2022-10-28","TANPA_PROMO","TANPA_PROMO",405300,405300
"2022-10-28","TANPA_PROMO","TANPA_PROMO",98750,98750
"2022-10-28","TANPA_PROMO","TANPA_PROMO",161999,161999
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",125000,120000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",499000,494000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",10650000,10645000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",270200,265200
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",89700,84700
"2022-10-28","TANPA_PROMO","TANPA_PROMO",228000,228000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",168999,168999
"2022-10-28","TANPA_PROMO","TANPA_PROMO",1320000,1320000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",27887,27887
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",61200,56200
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",230000,225000
"2022-10-28","GRATIS_ONGKIR","APPLY_PROMO",125000,120000
"2022-10-28","TANPA_PROMO","TANPA_PROMO",21724,21724
"2022-10-28","TANPA_PROMO","TANPA_PROMO",1440000,1440000
"2022-10-29","TANPA_PROMO","TANPA_PROMO",64000,64000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",64500,59500
"2022-10-29","TANPA_PROMO","TANPA_PROMO",231998,231998
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",170000,165000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",718200,713200
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",239700,234700
"2022-10-29","TANPA_PROMO","TANPA_PROMO",99000,99000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",236997,231997
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",76500,71500
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",291000,286000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",507000,502000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",225900,220900
"2022-10-29","TANPA_PROMO","TANPA_PROMO",294840,294840
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",195000,190000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",21000,16000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",78790,73790
"2022-10-29","TANPA_PROMO","TANPA_PROMO",139000,139000
"2022-10-29","TANPA_PROMO","TANPA_PROMO",19800,19800
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",462000,457000
"2022-10-29","TANPA_PROMO","TANPA_PROMO",323998,323998
"2022-10-29","TANPA_PROMO","TANPA_PROMO",136500,136500
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",250000,245000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",37990,32990
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",239800,234800
"2022-10-29","TANPA_PROMO","TANPA_PROMO",1470000,1470000
"2022-10-29","TANPA_PROMO","TANPA_PROMO",297000,297000
"2022-10-29","TANPA_PROMO","TANPA_PROMO",1670,1670
"2022-10-29","TANPA_PROMO","TANPA_PROMO",53000,53000
"2022-10-29","GRATIS_ONGKIR","APPLY_PROMO",660000,655000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",59000,54000
"2022-10-30","TANPA_PROMO","TANPA_PROMO",37500,37500
"2022-10-30","TANPA_PROMO","TANPA_PROMO",537000,537000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",119800,114800
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",107000,102000
"2022-10-30","TANPA_PROMO","TANPA_PROMO",487500,487500
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",585000,580000
"2022-10-30","TANPA_PROMO","TANPA_PROMO",125000,125000
"2022-10-30","TANPA_PROMO","TANPA_PROMO",8622,8622
"2022-10-30","TANPA_PROMO","TANPA_PROMO",33343,33343
"2022-10-30","TANPA_PROMO","TANPA_PROMO",128000,128000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",31100,26100
"2022-10-30","TANPA_PROMO","TANPA_PROMO",375300,375300
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",158100,153100
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",315000,310000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",358000,353000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",159000,154000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",411000,406000
"2022-10-30","TANPA_PROMO","TANPA_PROMO",65000,65000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",75000,70000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",71000,66000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",53500,48500
"2022-10-30","TANPA_PROMO","TANPA_PROMO",196500,196500
"2022-10-30","TANPA_PROMO","TANPA_PROMO",387810,387810
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",10650000,10645000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",270580,265580
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",129500,124500
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",48450,43450
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",149000,144000
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",119900,114900
"2022-10-30","GRATIS_ONGKIR","APPLY_PROMO",1788000,1783000
"2022-10-30","TANPA_PROMO","TANPA_PROMO",210000,210000
"2022-10-30","TANPA_PROMO","TANPA_PROMO",1440000,1440000
"2022-10-30","TANPA_PROMO","TANPA_PROMO",35200,35200
"2022-10-30","TANPA_PROMO","TANPA_PROMO",4050,4050
"2022-10-30","TANPA_PROMO","TANPA_PROMO",5700000,5700000
"2022-10-31","GRATIS_ONGKIR","APPLY_PROMO",165000,160000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",27000,27000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",687000,687000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",123000,123000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",578700,578700
"2022-10-31","TANPA_PROMO","TANPA_PROMO",84000,84000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",375000,375000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",90000,90000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",29640,29640
"2022-10-31","GRATIS_ONGKIR","APPLY_PROMO",218000,213000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",477000,477000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",69500,69500
"2022-10-31","GRATIS_ONGKIR","APPLY_PROMO",59280,54280
"2022-10-31","TANPA_PROMO","TANPA_PROMO",1440000,1440000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",300000,300000
"2022-10-31","TANPA_PROMO","TANPA_PROMO",18455,18455
"2022-10-31","GRATIS_ONGKIR","APPLY_PROMO",585000,580000
"2022-10-31","GRATIS_ONGKIR","APPLY_PROMO",94500,89500
"2022-10-31","GRATIS_ONGKIR","APPLY_PROMO",27000,22000
"2022-10-31","GRATIS_ONGKIR","APPLY_PROMO",14800,9800
"2022-10-31","TANPA_PROMO","TANPA_PROMO",209700,209700
"2022-10-31","TANPA_PROMO","TANPA_PROMO",25600,25600
"2022-10-31","GRATIS_ONGKIR","APPLY_PROMO",496500,491500
"2022-11-01","TANPA_PROMO","TANPA_PROMO",375300,375300
"2022-11-01","AWAL_GAJIAN","APPLY_PROMO",458000,443000
"2022-11-01","AWAL_GAJIAN","APPLY_PROMO",435000,420000
"2022-11-01","AWAL_GAJIAN","APPLY_PROMO",234000,219000
"2022-11-01","GRATIS_ONGKIR","APPLY_PROMO",825000,820000
"2022-11-01","GRATIS_ONGKIR","APPLY_PROMO",825000,820000
"2022-11-01","TANPA_PROMO","TANPA_PROMO",318000,318000
"2022-11-01","GRATIS_ONGKIR","APPLY_PROMO",672000,667000
"2022-11-01","TANPA_PROMO","TANPA_PROMO",128000,128000
"2022-11-01","TANPA_PROMO","TANPA_PROMO",208000,208000
"2022-11-01","AWAL_GAJIAN","APPLY_PROMO",11990,-3010
"2022-11-01","GRATIS_ONGKIR","APPLY_PROMO",96000,91000
"2022-11-01","TANPA_PROMO","TANPA_PROMO",3661020,3661020
"2022-11-01","TANPA_PROMO","TANPA_PROMO",81000,81000
"2022-11-01","GRATIS_ONGKIR","APPLY_PROMO",5550,550
"2022-11-01","TANPA_PROMO","TANPA_PROMO",208500,208500
"2022-11-01","AWAL_GAJIAN","APPLY_PROMO",59700,44700
"2022-11-01","AWAL_GAJIAN","APPLY_PROMO",57000,42000
"2022-11-01","TANPA_PROMO","TANPA_PROMO",168750,168750
"2022-11-01","GRATIS_ONGKIR","APPLY_PROMO",880000,875000
"2022-11-01","GRATIS_ONGKIR","APPLY_PROMO",534966,529966
"2022-11-01","AWAL_GAJIAN","APPLY_PROMO",260000,245000
"2022-11-01","TANPA_PROMO","TANPA_PROMO",21000,21000
"2022-11-01","TANPA_PROMO","TANPA_PROMO",121500,121500
"2022-11-01","TANPA_PROMO","TANPA_PROMO",52000,52000
"2022-11-01","GRATIS_ONGKIR","APPLY_PROMO",310000,305000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",310000,310000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",49500,49500
"2022-11-02","TANPA_PROMO","TANPA_PROMO",44000,44000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",148500,148500
"2022-11-02","TANPA_PROMO","TANPA_PROMO",747000,747000
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",278000,273000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",150000,150000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",21000,21000
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",219000,214000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",130000,130000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",558000,558000
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",150000,145000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",128040,128040
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",4950060,4945060
"2022-11-02","TANPA_PROMO","TANPA_PROMO",14000,14000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",338000,338000
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",4050,-950
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",4200,-800
"2022-11-02","TANPA_PROMO","TANPA_PROMO",175000,175000
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",54000,49000
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",195000,190000
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",97920,92920
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",197500,192500
"2022-11-02","TANPA_PROMO","TANPA_PROMO",94000,94000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",187960,187960
"2022-11-02","TANPA_PROMO","TANPA_PROMO",47000,47000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",15000,15000
"2022-11-02","GRATIS_ONGKIR","APPLY_PROMO",25500,20500
"2022-11-02","TANPA_PROMO","TANPA_PROMO",86000,86000
"2022-11-02","TANPA_PROMO","TANPA_PROMO",178000,178000
"2022-11-03","TANPA_PROMO","TANPA_PROMO",177000,177000
"2022-11-03","GRATIS_ONGKIR","APPLY_PROMO",825000,820000
"2022-11-03","TANPA_PROMO","TANPA_PROMO",124900,124900
"2022-11-03","GRATIS_ONGKIR","APPLY_PROMO",34000,29000
"2022-11-03","GRATIS_ONGKIR","APPLY_PROMO",161999,156999
"2022-11-03","TANPA_PROMO","TANPA_PROMO",1245000,1245000
"2022-11-03","TANPA_PROMO","TANPA_PROMO",168750,168750
"2022-11-03","GRATIS_ONGKIR","APPLY_PROMO",54561,49561
"2022-11-03","TANPA_PROMO","TANPA_PROMO",411000,411000
"2022-11-03","TANPA_PROMO","TANPA_PROMO",155000,155000
"2022-11-03","GRATIS_ONGKIR","APPLY_PROMO",370000,365000
"2022-11-03","GRATIS_ONGKIR","APPLY_PROMO",162360,157360
