"purchase_date","total_price","promo_code","discount","sales_after_promo"
"2022-10-25",53000,"GRATIS_ONGKIR",5000,48000
"2022-10-15",356644,"TANPA_PROMO",0,356644
"2022-10-03",55200,"TANPA_PROMO",0,55200
"2022-10-05",130000,"TANPA_PROMO",0,130000
"2022-10-11",299999,"TANPA_PROMO",0,299999
"2022-10-11",599998,"GRATIS_ONGKIR",5000,594998
"2022-10-29",294840,"TANPA_PROMO",0,294840
"2022-10-20",65172,"GRATIS_ONGKIR",5000,60172
"2022-10-22",472500,"GRATIS_ONGKIR",5000,467500
"2022-10-28",161999,"TANPA_PROMO",0,161999
"2022-10-22",506250,"TANPA_PROMO",0,506250
"2022-10-20",24900,"TANPA_PROMO",0,24900
"2022-10-28",17500,"GRATIS_ONGKIR",5000,12500
"2022-10-12",55000,"GRATIS_ONGKIR",5000,50000
"2022-10-17",99000,"TANPA_PROMO",0,99000
"2022-10-06",209700,"TANPA_PROMO",0,209700
"2022-10-03",5491530,"GRATIS_ONGKIR",5000,5486530
"2022-10-17",208500,"GRATIS_ONGKIR",5000,203500
"2022-10-31",300000,"TANPA_PROMO",0,300000
"2022-10-18",179700,"TANPA_PROMO",0,179700
"2022-10-08",250200,"GRATIS_ONGKIR",5000,245200
"2022-10-27",68700,"TANPA_PROMO",0,68700
"2022-10-03",96000,"TANPA_PROMO",0,96000
"2022-10-30",35200,"TANPA_PROMO",0,35200
"2022-10-30",1440000,"TANPA_PROMO",0,1440000
"2022-10-02",10000,"TANPA_PROMO",0,10000
"2022-10-25",119700,"GRATIS_ONGKIR",5000,114700
"2022-10-12",254070,"TANPA_PROMO",0,254070
"2022-10-14",80000,"GRATIS_ONGKIR",5000,75000
"2022-10-25",193500,"GRATIS_ONGKIR",5000,188500
"2022-10-14",330000,"GRATIS_ONGKIR",5000,325000
"2022-10-17",295850,"TANPA_PROMO",0,295850
"2022-10-28",1440000,"TANPA_PROMO",0,1440000
"2022-10-30",210000,"TANPA_PROMO",0,210000
"2022-10-29",21000,"GRATIS_ONGKIR",5000,16000
"2022-10-11",44400,"GRATIS_ONGKIR",5000,39400
"2022-10-16",447000,"GRATIS_ONGKIR",5000,442000
"2022-10-27",170700,"TANPA_PROMO",0,170700
"2022-10-21",93300,"GRATIS_ONGKIR",5000,88300
"2022-10-04",435998,"TANPA_PROMO",0,435998
"2022-10-01",159900,"AWAL_GAJIAN",15000,144900
"2022-10-02",113700,"TANPA_PROMO",0,113700
"2022-10-23",217500,"GRATIS_ONGKIR",5000,212500
"2022-10-08",179700,"TANPA_PROMO",0,179700
"2022-10-08",960000,"GRATIS_ONGKIR",5000,955000
"2022-10-13",495000,"TANPA_PROMO",0,495000
"2022-10-26",115999,"GRATIS_ONGKIR",5000,110999
"2022-10-05",72500,"TANPA_PROMO",0,72500
"2022-10-17",54815,"TANPA_PROMO",0,54815
"2022-10-08",119900,"GRATIS_ONGKIR",5000,114900
"2022-10-18",124000,"TANPA_PROMO",0,124000
"2022-10-06",229999,"GRATIS_ONGKIR",5000,224999
"2022-10-21",62400,"GRATIS_ONGKIR",5000,57400
"2022-10-07",2050000,"TANPA_PROMO",0,2050000
"2022-10-19",185000,"TANPA_PROMO",0,185000
"2022-10-20",148000,"TANPA_PROMO",0,148000
"2022-10-08",72500,"GRATIS_ONGKIR",5000,67500
"2022-10-14",550000,"GRATIS_ONGKIR",5000,545000
"2022-10-24",30600,"TANPA_PROMO",0,30600
"2022-10-30",1788000,"GRATIS_ONGKIR",5000,1783000
"2022-10-05",47900,"TANPA_PROMO",0,47900
"2022-10-06",1990000,"GRATIS_ONGKIR",5000,1985000
"2022-10-24",165000,"GRATIS_ONGKIR",5000,160000
"2022-10-22",46000,"GRATIS_ONGKIR",5000,41000
"2022-10-31",1440000,"TANPA_PROMO",0,1440000
"2022-10-03",1000,"TANPA_PROMO",0,1000
"2022-10-25",200000,"TANPA_PROMO",0,200000
"2022-10-17",165500,"TANPA_PROMO",0,165500
"2022-10-09",101000,"GRATIS_ONGKIR",5000,96000
"2022-10-05",51682,"TANPA_PROMO",0,51682
"2022-10-06",1659000,"GRATIS_ONGKIR",5000,1654000
"2022-10-03",370000,"TANPA_PROMO",0,370000
"2022-10-30",270580,"GRATIS_ONGKIR",5000,265580
"2022-10-01",1587000,"TANPA_PROMO",0,1587000
"2022-10-07",240000,"GRATIS_ONGKIR",5000,235000
"2022-10-23",281940,"TANPA_PROMO",0,281940
"2022-10-21",20000,"TANPA_PROMO",0,20000
"2022-10-19",360000,"TANPA_PROMO",0,360000
"2022-10-21",10000,"GRATIS_ONGKIR",5000,5000
"2022-10-03",186000,"TANPA_PROMO",0,186000
"2022-10-31",165000,"GRATIS_ONGKIR",5000,160000
"2022-10-15",68000,"TANPA_PROMO",0,68000
"2022-10-20",411000,"TANPA_PROMO",0,411000
"2022-10-28",1320000,"TANPA_PROMO",0,1320000
"2022-10-26",80250,"GRATIS_ONGKIR",5000,75250
"2022-10-10",79000,"10_10",7500,71500
"2022-10-28",27887,"TANPA_PROMO",0,27887
"2022-10-17",2250000,"GRATIS_ONGKIR",5000,2245000
"2022-10-20",1830510,"TANPA_PROMO",0,1830510
"2022-10-20",1440000,"GRATIS_ONGKIR",5000,1435000
"2022-10-07",61600,"TANPA_PROMO",0,61600
"2022-10-30",125000,"TANPA_PROMO",0,125000
"2022-10-15",6150000,"TANPA_PROMO",0,6150000
"2022-10-14",185000,"GRATIS_ONGKIR",5000,180000
"2022-10-24",2199800,"TANPA_PROMO",0,2199800
"2022-10-13",92000,"TANPA_PROMO",0,92000
"2022-10-16",387000,"GRATIS_ONGKIR",5000,382000
"2022-10-17",62400,"TANPA_PROMO",0,62400
"2022-10-10",72000,"10_10",7500,64500
"2022-10-27",397500,"TANPA_PROMO",0,397500
"2022-10-23",74800,"TANPA_PROMO",0,74800
"2022-10-29",78790,"GRATIS_ONGKIR",5000,73790
"2022-10-20",70500,"TANPA_PROMO",0,70500
"2022-10-02",750000,"GRATIS_ONGKIR",5000,745000
"2022-10-29",139000,"TANPA_PROMO",0,139000
"2022-10-02",85000,"GRATIS_ONGKIR",5000,80000
"2022-10-12",48450,"TANPA_PROMO",0,48450
"2022-10-22",415000,"TANPA_PROMO",0,415000
"2022-10-31",477000,"TANPA_PROMO",0,477000
"2022-10-10",130000,"TANPA_PROMO",0,130000
"2022-10-31",218000,"GRATIS_ONGKIR",5000,213000
"2022-10-29",19800,"TANPA_PROMO",0,19800
"2022-10-08",5550,"TANPA_PROMO",0,5550
"2022-10-12",358000,"GRATIS_ONGKIR",5000,353000
"2022-10-04",64000,"GRATIS_ONGKIR",5000,59000
"2022-10-29",323998,"TANPA_PROMO",0,323998
"2022-10-03",162500,"TANPA_PROMO",0,162500
"2022-10-05",165000,"TANPA_PROMO",0,165000
"2022-10-11",137000,"GRATIS_ONGKIR",5000,132000
"2022-10-20",3299700,"GRATIS_ONGKIR",5000,3294700
"2022-10-15",415000,"GRATIS_ONGKIR",5000,410000
"2022-10-28",230000,"GRATIS_ONGKIR",5000,225000
"2022-10-18",74800,"TANPA_PROMO",0,74800
"2022-10-27",360000,"GRATIS_ONGKIR",5000,355000
"2022-10-13",780000,"GRATIS_ONGKIR",5000,775000
"2022-10-19",65000,"TANPA_PROMO",0,65000
"2022-10-05",219000,"GRATIS_ONGKIR",5000,214000
"2022-10-21",319200,"GRATIS_ONGKIR",5000,314200
"2022-10-18",109000,"GRATIS_ONGKIR",5000,104000
"2022-10-27",78002,"TANPA_PROMO",0,78002
"2022-10-20",379800,"GRATIS_ONGKIR",5000,374800
"2022-10-17",134700,"GRATIS_ONGKIR",5000,129700
"2022-10-04",113800,"TANPA_PROMO",0,113800
"2022-10-01",284000,"TANPA_PROMO",0,284000
"2022-10-20",496500,"GRATIS_ONGKIR",5000,491500
"2022-10-12",109630,"GRATIS_ONGKIR",5000,104630
"2022-10-02",338000,"GRATIS_ONGKIR",5000,333000
"2022-10-25",64500,"TANPA_PROMO",0,64500
"2022-10-21",569700,"GRATIS_ONGKIR",5000,564700
"2022-10-13",148725,"GRATIS_ONGKIR",5000,143725
"2022-10-27",423000,"GRATIS_ONGKIR",5000,418000
"2022-10-02",278000,"GRATIS_ONGKIR",5000,273000
"2022-10-08",56000,"TANPA_PROMO",0,56000
"2022-10-31",90000,"TANPA_PROMO",0,90000
"2022-10-09",280000,"GRATIS_ONGKIR",5000,275000
"2022-10-24",4347000,"TANPA_PROMO",0,4347000
"2022-10-24",506997,"GRATIS_ONGKIR",5000,501997
"2022-10-03",206664,"GRATIS_ONGKIR",5000,201664
"2022-10-20",31100,"TANPA_PROMO",0,31100
"2022-10-14",300000,"TANPA_PROMO",0,300000
"2022-10-04",315000,"GRATIS_ONGKIR",5000,310000
"2022-10-30",4050,"TANPA_PROMO",0,4050
"2022-10-02",39000,"GRATIS_ONGKIR",5000,34000
"2022-10-05",105000,"GRATIS_ONGKIR",5000,100000
"2022-10-08",239700,"GRATIS_ONGKIR",5000,234700
"2022-10-07",157580,"GRATIS_ONGKIR",5000,152580
"2022-10-19",5010,"TANPA_PROMO",0,5010
"2022-10-03",1659000,"TANPA_PROMO",0,1659000
"2022-10-23",105400,"GRATIS_ONGKIR",5000,100400
"2022-10-20",155000,"GRATIS_ONGKIR",5000,150000
"2022-10-31",375000,"TANPA_PROMO",0,375000
"2022-10-13",68700,"TANPA_PROMO",0,68700
"2022-10-28",115000,"GRATIS_ONGKIR",5000,110000
"2022-10-25",131746,"GRATIS_ONGKIR",5000,126746
"2022-10-04",128040,"GRATIS_ONGKIR",5000,123040
"2022-10-15",278000,"GRATIS_ONGKIR",5000,273000
"2022-10-08",3340,"GRATIS_ONGKIR",5000,-1660
"2022-10-28",615000,"TANPA_PROMO",0,615000
"2022-10-03",112000,"TANPA_PROMO",0,112000
"2022-10-09",109800,"GRATIS_ONGKIR",5000,104800
"2022-10-16",131000,"GRATIS_ONGKIR",5000,126000
"2022-10-09",498000,"TANPA_PROMO",0,498000
"2022-10-04",290000,"GRATIS_ONGKIR",5000,285000
"2022-10-05",47900,"TANPA_PROMO",0,47900
"2022-10-20",84000,"GRATIS_ONGKIR",5000,79000
"2022-10-23",375000,"TANPA_PROMO",0,375000
"2022-10-26",350000,"GRATIS_ONGKIR",5000,345000
"2022-10-05",124900,"TANPA_PROMO",0,124900
"2022-10-03",198000,"TANPA_PROMO",0,198000
"2022-10-04",499000,"GRATIS_ONGKIR",5000,494000
"2022-10-28",21724,"TANPA_PROMO",0,21724
"2022-10-23",39000,"TANPA_PROMO",0,39000
"2022-10-27",75780,"GRATIS_ONGKIR",5000,70780
"2022-10-17",1799800,"TANPA_PROMO",0,1799800
"2022-10-04",160000,"GRATIS_ONGKIR",5000,155000
"2022-10-06",318000,"TANPA_PROMO",0,318000
"2022-10-11",980000,"GRATIS_ONGKIR",5000,975000
"2022-10-26",199999,"TANPA_PROMO",0,199999
"2022-10-08",129000,"TANPA_PROMO",0,129000
"2022-10-23",154500,"TANPA_PROMO",0,154500
"2022-10-09",59999,"TANPA_PROMO",0,59999
"2022-10-16",97920,"TANPA_PROMO",0,97920
"2022-10-20",54000,"GRATIS_ONGKIR",5000,49000
"2022-10-24",6150000,"GRATIS_ONGKIR",5000,6145000
"2022-10-02",136500,"GRATIS_ONGKIR",5000,131500
"2022-10-14",113700,"TANPA_PROMO",0,113700
"2022-10-22",57500,"TANPA_PROMO",0,57500
"2022-10-25",110000,"TANPA_PROMO",0,110000
"2022-10-11",3750,"TANPA_PROMO",0,3750
"2022-10-21",477000,"TANPA_PROMO",0,477000
"2022-10-25",4050,"GRATIS_ONGKIR",5000,-950
"2022-10-11",298000,"GRATIS_ONGKIR",5000,293000
"2022-10-18",236370,"GRATIS_ONGKIR",5000,231370
"2022-10-18",64900,"GRATIS_ONGKIR",5000,59900
"2022-10-19",75000,"GRATIS_ONGKIR",5000,70000
"2022-10-05",567000,"TANPA_PROMO",0,567000
"2022-10-28",417000,"TANPA_PROMO",0,417000
"2022-10-13",194700,"GRATIS_ONGKIR",5000,189700
"2022-10-06",120000,"GRATIS_ONGKIR",5000,115000
"2022-10-25",95000,"TANPA_PROMO",0,95000
"2022-10-05",17900,"GRATIS_ONGKIR",5000,12900
"2022-10-26",209700,"TANPA_PROMO",0,209700
"2022-10-14",675000,"TANPA_PROMO",0,675000
"2022-10-30",585000,"GRATIS_ONGKIR",5000,580000
"2022-10-02",39000,"TANPA_PROMO",0,39000
"2022-10-12",49575,"GRATIS_ONGKIR",5000,44575
"2022-10-13",290000,"TANPA_PROMO",0,290000
"2022-10-12",19425,"GRATIS_ONGKIR",5000,14425
"2022-10-09",85000,"TANPA_PROMO",0,85000
"2022-10-01",825000,"AWAL_GAJIAN",15000,810000
"2022-10-20",959700,"GRATIS_ONGKIR",5000,954700
"2022-10-15",45900,"TANPA_PROMO",0,45900
"2022-10-02",75900,"TANPA_PROMO",0,75900
"2022-10-14",130000,"GRATIS_ONGKIR",5000,125000
"2022-10-12",1950000,"GRATIS_ONGKIR",5000,1945000
"2022-10-10",675000,"TANPA_PROMO",0,675000
"2022-10-06",299997,"GRATIS_ONGKIR",5000,294997
"2022-10-09",378000,"TANPA_PROMO",0,378000
"2022-10-09",653997,"TANPA_PROMO",0,653997
"2022-10-21",227700,"GRATIS_ONGKIR",5000,222700
"2022-10-24",291000,"TANPA_PROMO",0,291000
"2022-10-11",57000,"GRATIS_ONGKIR",5000,52000
"2022-10-29",1470000,"TANPA_PROMO",0,1470000
"2022-10-16",417000,"TANPA_PROMO",0,417000
"2022-10-31",578700,"TANPA_PROMO",0,578700
"2022-10-20",177000,"GRATIS_ONGKIR",5000,172000
"2022-10-03",199800,"TANPA_PROMO",0,199800
"2022-10-08",140000,"GRATIS_ONGKIR",5000,135000
"2022-10-16",79800,"TANPA_PROMO",0,79800
"2022-10-04",581400,"GRATIS_ONGKIR",5000,576400
"2022-10-28",168999,"TANPA_PROMO",0,168999
"2022-10-24",689997,"GRATIS_ONGKIR",5000,684997
"2022-10-27",105400,"GRATIS_ONGKIR",5000,100400
"2022-10-29",64000,"TANPA_PROMO",0,64000
"2022-10-27",70500,"TANPA_PROMO",0,70500
"2022-10-16",217500,"GRATIS_ONGKIR",5000,212500
"2022-10-05",170700,"GRATIS_ONGKIR",5000,165700
"2022-10-31",27000,"TANPA_PROMO",0,27000
"2022-10-30",75000,"GRATIS_ONGKIR",5000,70000
"2022-10-26",92997,"TANPA_PROMO",0,92997
"2022-10-01",197619,"TANPA_PROMO",0,197619
"2022-10-11",1796000,"TANPA_PROMO",0,1796000
"2022-10-18",130000,"TANPA_PROMO",0,130000
"2022-10-03",525,"GRATIS_ONGKIR",5000,-4475
"2022-10-18",91000,"TANPA_PROMO",0,91000
"2022-10-07",378000,"TANPA_PROMO",0,378000
"2022-10-05",529000,"GRATIS_ONGKIR",5000,524000
"2022-10-01",129270,"AWAL_GAJIAN",15000,114270
"2022-10-25",169000,"GRATIS_ONGKIR",5000,164000
"2022-10-14",20000,"TANPA_PROMO",0,20000
"2022-10-16",420000,"TANPA_PROMO",0,420000
"2022-10-26",435000,"GRATIS_ONGKIR",5000,430000
"2022-10-12",71000,"GRATIS_ONGKIR",5000,66000
"2022-10-18",236370,"TANPA_PROMO",0,236370
"2022-10-21",280000,"GRATIS_ONGKIR",5000,275000
"2022-10-16",1300000,"GRATIS_ONGKIR",5000,1295000
"2022-10-05",837000,"GRATIS_ONGKIR",5000,832000
"2022-10-16",78790,"GRATIS_ONGKIR",5000,73790
"2022-10-25",70400,"TANPA_PROMO",0,70400
"2022-10-11",81000,"GRATIS_ONGKIR",5000,76000
"2022-10-22",25000,"TANPA_PROMO",0,25000
"2022-10-10",155046,"TANPA_PROMO",0,155046
"2022-10-16",3340,"TANPA_PROMO",0,3340
"2022-10-14",319900,"GRATIS_ONGKIR",5000,314900
"2022-10-22",161592,"GRATIS_ONGKIR",5000,156592
"2022-10-30",48450,"GRATIS_ONGKIR",5000,43450
"2022-10-13",41990,"GRATIS_ONGKIR",5000,36990
"2022-10-29",297000,"TANPA_PROMO",0,297000
"2022-10-18",498000,"GRATIS_ONGKIR",5000,493000
"2022-10-11",169000,"TANPA_PROMO",0,169000
"2022-10-21",90000,"TANPA_PROMO",0,90000
"2022-10-21",650000,"TANPA_PROMO",0,650000
"2022-10-31",123000,"TANPA_PROMO",0,123000
"2022-10-30",129500,"GRATIS_ONGKIR",5000,124500
"2022-10-25",312000,"GRATIS_ONGKIR",5000,307000
"2022-10-06",6150000,"GRATIS_ONGKIR",5000,6145000
"2022-10-12",195000,"TANPA_PROMO",0,195000
"2022-10-30",53500,"GRATIS_ONGKIR",5000,48500
"2022-10-10",170000,"10_10",7500,162500
"2022-10-04",54000,"GRATIS_ONGKIR",5000,49000
"2022-10-23",65000,"TANPA_PROMO",0,65000
"2022-10-02",17500,"TANPA_PROMO",0,17500
"2022-10-19",109000,"TANPA_PROMO",0,109000
"2022-10-08",165000,"GRATIS_ONGKIR",5000,160000
"2022-10-21",359700,"GRATIS_ONGKIR",5000,354700
"2022-10-09",4545000,"GRATIS_ONGKIR",5000,4540000
"2022-10-22",116250,"GRATIS_ONGKIR",5000,111250
"2022-10-09",68888,"TANPA_PROMO",0,68888
"2022-10-15",397500,"TANPA_PROMO",0,397500
"2022-10-12",38000,"TANPA_PROMO",0,38000
"2022-10-08",8950,"TANPA_PROMO",0,8950
"2022-10-15",206664,"TANPA_PROMO",0,206664
"2022-10-03",4977000,"GRATIS_ONGKIR",5000,4972000
"2022-10-30",37500,"TANPA_PROMO",0,37500
"2022-10-09",68000,"GRATIS_ONGKIR",5000,63000
"2022-10-24",56000,"TANPA_PROMO",0,56000
"2022-10-13",149000,"GRATIS_ONGKIR",5000,144000
"2022-10-27",88920,"TANPA_PROMO",0,88920
"2022-10-04",296250,"TANPA_PROMO",0,296250
"2022-10-08",55000,"GRATIS_ONGKIR",5000,50000
"2022-10-12",30000,"TANPA_PROMO",0,30000
"2022-10-07",159000,"GRATIS_ONGKIR",5000,154000
"2022-10-15",207000,"TANPA_PROMO",0,207000
"2022-10-27",387000,"GRATIS_ONGKIR",5000,382000
"2022-10-17",103364,"GRATIS_ONGKIR",5000,98364
"2022-10-23",215100,"GRATIS_ONGKIR",5000,210100
"2022-10-31",69500,"TANPA_PROMO",0,69500
"2022-10-02",99000,"TANPA_PROMO",0,99000
"2022-10-27",104000,"GRATIS_ONGKIR",5000,99000
"2022-10-30",10650000,"GRATIS_ONGKIR",5000,10645000
"2022-10-27",581400,"TANPA_PROMO",0,581400
"2022-10-29",53000,"TANPA_PROMO",0,53000
"2022-10-27",357000,"TANPA_PROMO",0,357000
"2022-10-30",149000,"GRATIS_ONGKIR",5000,144000
"2022-10-01",290982,"GRATIS_ONGKIR",5000,285982
"2022-10-06",5700000,"TANPA_PROMO",0,5700000
"2022-10-28",420000,"GRATIS_ONGKIR",5000,415000
"2022-10-22",79000,"GRATIS_ONGKIR",5000,74000
"2022-10-18",110000,"TANPA_PROMO",0,110000
"2022-10-27",44000,"GRATIS_ONGKIR",5000,39000
"2022-10-25",220000,"GRATIS_ONGKIR",5000,215000
"2022-10-18",21724,"GRATIS_ONGKIR",5000,16724
"2022-10-01",479000,"TANPA_PROMO",0,479000
"2022-10-30",537000,"TANPA_PROMO",0,537000
"2022-10-31",94500,"GRATIS_ONGKIR",5000,89500
"2022-10-23",75980,"GRATIS_ONGKIR",5000,70980
"2022-10-26",256000,"GRATIS_ONGKIR",5000,251000
"2022-10-14",195000,"TANPA_PROMO",0,195000
"2022-10-28",175000,"TANPA_PROMO",0,175000
"2022-10-02",84000,"GRATIS_ONGKIR",5000,79000
"2022-10-07",31100,"GRATIS_ONGKIR",5000,26100
"2022-10-18",128000,"GRATIS_ONGKIR",5000,123000
"2022-10-12",155000,"TANPA_PROMO",0,155000
"2022-10-01",2000,"AWAL_GAJIAN",15000,-13000
"2022-10-11",19900,"TANPA_PROMO",0,19900
"2022-10-01",33343,"GRATIS_ONGKIR",5000,28343
"2022-10-28",113800,"GRATIS_ONGKIR",5000,108800
"2022-10-07",222000,"TANPA_PROMO",0,222000
"2022-10-01",51200,"TANPA_PROMO",0,51200
"2022-10-20",47000,"GRATIS_ONGKIR",5000,42000
"2022-10-13",262240,"TANPA_PROMO",0,262240
"2022-10-20",130000,"TANPA_PROMO",0,130000
"2022-10-12",899997,"GRATIS_ONGKIR",5000,894997
"2022-10-17",315000,"GRATIS_ONGKIR",5000,310000
"2022-11-24",65000,"GRATIS_ONGKIR",5000,60000
"2022-11-02",148500,"TANPA_PROMO",0,148500
"2022-11-16",215100,"GRATIS_ONGKIR",5000,210100
"2022-11-14",330000,"TANPA_PROMO",0,330000
"2022-11-01",825000,"GRATIS_ONGKIR",5000,820000
"2022-11-11",51000,"GRATIS_ONGKIR",5000,46000
"2022-11-24",136500,"GRATIS_ONGKIR",5000,131500
"2022-11-10",450000,"TANPA_PROMO",0,450000
"2022-11-21",157998,"TANPA_PROMO",0,157998
"2022-11-29",558000,"TANPA_PROMO",0,558000
"2022-11-18",193800,"GRATIS_ONGKIR",5000,188800
"2022-11-17",653997,"TANPA_PROMO",0,653997
"2022-11-01",3661020,"TANPA_PROMO",0,3661020
"2022-11-26",138000,"TANPA_PROMO",0,138000
"2022-11-07",125000,"TANPA_PROMO",0,125000
"2022-11-06",79900,"TANPA_PROMO",0,79900
"2022-11-16",415000,"GRATIS_ONGKIR",5000,410000
"2022-11-03",73998,"GRATIS_ONGKIR",5000,68998
"2022-11-06",300000,"TANPA_PROMO",0,300000
"2022-11-23",281940,"GRATIS_ONGKIR",5000,276940
"2022-11-24",52000,"TANPA_PROMO",0,52000
"2022-11-24",59700,"GRATIS_ONGKIR",5000,54700
"2022-11-05",26270,"GRATIS_ONGKIR",5000,21270
"2022-11-03",689997,"TANPA_PROMO",0,689997
"2022-11-16",1850,"TANPA_PROMO",0,1850
"2022-11-09",297000,"GRATIS_ONGKIR",5000,292000
"2022-11-22",442260,"TANPA_PROMO",0,442260
"2022-11-09",170000,"GRATIS_ONGKIR",5000,165000
"2022-11-30",25866,"TANPA_PROMO",0,25866
"2022-11-18",150000,"GRATIS_ONGKIR",5000,145000
"2022-11-11",115000,"GRATIS_ONGKIR",5000,110000
"2022-11-05",187200,"TANPA_PROMO",0,187200
"2022-11-27",1659000,"TANPA_PROMO",0,1659000
"2022-11-20",1074000,"GRATIS_ONGKIR",5000,1069000
"2022-11-19",3398000,"TANPA_PROMO",0,3398000
"2022-11-30",109800,"TANPA_PROMO",0,109800
"2022-11-25",138500,"GRATIS_ONGKIR",5000,133500
"2022-11-07",375000,"TANPA_PROMO",0,375000
"2022-11-17",18455,"TANPA_PROMO",0,18455
"2022-11-03",370000,"GRATIS_ONGKIR",5000,365000
"2022-11-05",9748,"TANPA_PROMO",0,9748
"2022-11-28",39800,"GRATIS_ONGKIR",5000,34800
"2022-11-18",5700000,"GRATIS_ONGKIR",5000,5695000
"2022-11-11",179000,"TANPA_PROMO",0,179000
"2022-11-27",330000,"GRATIS_ONGKIR",5000,325000
"2022-11-13",65000,"GRATIS_ONGKIR",5000,60000
"2022-11-20",159000,"GRATIS_ONGKIR",5000,154000
"2022-11-16",35000,"TANPA_PROMO",0,35000
"2022-11-13",300000,"TANPA_PROMO",0,300000
"2022-11-15",3661020,"TANPA_PROMO",0,3661020
"2022-11-17",91800,"GRATIS_ONGKIR",5000,86800
"2022-11-06",25600,"GRATIS_ONGKIR",5000,20600
"2022-11-22",36975,"TANPA_PROMO",0,36975
"2022-11-21",338850,"TANPA_PROMO",0,338850
"2022-11-24",218040,"GRATIS_ONGKIR",5000,213040
"2022-11-18",747000,"GRATIS_ONGKIR",5000,742000
"2022-11-27",296250,"TANPA_PROMO",0,296250
"2022-11-01",310000,"GRATIS_ONGKIR",5000,305000
"2022-11-06",199000,"GRATIS_ONGKIR",5000,194000
"2022-11-30",18455,"GRATIS_ONGKIR",5000,13455
"2022-11-14",192000,"TANPA_PROMO",0,192000
"2022-11-02",14000,"TANPA_PROMO",0,14000
"2022-11-05",48450,"GRATIS_ONGKIR",5000,43450
"2022-11-20",71000,"GRATIS_ONGKIR",5000,66000
"2022-11-26",426000,"TANPA_PROMO",0,426000
"2022-11-04",2250000,"GRATIS_ONGKIR",5000,2245000
"2022-11-17",179800,"GRATIS_ONGKIR",5000,174800
"2022-11-06",507000,"TANPA_PROMO",0,507000
"2022-11-04",3750,"TANPA_PROMO",0,3750
"2022-11-10",825000,"GRATIS_ONGKIR",5000,820000
"2022-11-13",310000,"GRATIS_ONGKIR",5000,305000
"2022-11-16",458000,"TANPA_PROMO",0,458000
"2022-11-25",197000,"TANPA_PROMO",0,197000
"2022-11-18",415000,"TANPA_PROMO",0,415000
"2022-11-12",207800,"TANPA_PROMO",0,207800
"2022-11-22",131000,"TANPA_PROMO",0,131000
"2022-11-22",97500,"TANPA_PROMO",0,97500
"2022-11-03",1245000,"TANPA_PROMO",0,1245000
"2022-11-23",152000,"TANPA_PROMO",0,152000
"2022-11-27",106500,"GRATIS_ONGKIR",5000,101500
"2022-11-14",1796000,"GRATIS_ONGKIR",5000,1791000
"2022-11-27",168300,"GRATIS_ONGKIR",5000,163300
"2022-11-13",63000,"TANPA_PROMO",0,63000
"2022-11-20",800000,"TANPA_PROMO",0,800000
"2022-11-06",220000,"GRATIS_ONGKIR",5000,215000
"2022-11-11",2097000,"GRATIS_ONGKIR",5000,2092000
"2022-11-21",45800,"GRATIS_ONGKIR",5000,40800
"2022-11-21",375000,"TANPA_PROMO",0,375000
"2022-11-21",59800,"GRATIS_ONGKIR",5000,54800
"2022-11-16",162500,"GRATIS_ONGKIR",5000,157500
"2022-11-29",33000,"GRATIS_ONGKIR",5000,28000
"2022-11-21",3380,"TANPA_PROMO",0,3380
"2022-11-01",128000,"TANPA_PROMO",0,128000
"2022-11-25",110000,"TANPA_PROMO",0,110000
"2022-11-21",57000,"TANPA_PROMO",0,57000
"2022-11-20",26750,"GRATIS_ONGKIR",5000,21750
"2022-11-18",615000,"TANPA_PROMO",0,615000
"2022-11-12",130000,"TANPA_PROMO",0,130000
"2022-11-07",61998,"GRATIS_ONGKIR",5000,56998
"2022-11-10",88920,"GRATIS_ONGKIR",5000,83920
"2022-11-03",124900,"TANPA_PROMO",0,124900
"2022-11-12",135290,"TANPA_PROMO",0,135290
"2022-11-28",399998,"GRATIS_ONGKIR",5000,394998
"2022-11-13",98750,"GRATIS_ONGKIR",5000,93750
"2022-11-29",118500,"TANPA_PROMO",0,118500
"2022-11-12",161592,"TANPA_PROMO",0,161592
"2022-11-17",256000,"GRATIS_ONGKIR",5000,251000
"2022-11-07",165000,"TANPA_PROMO",0,165000
"2022-11-14",807000,"GRATIS_ONGKIR",5000,802000
"2022-11-26",338000,"GRATIS_ONGKIR",5000,333000
"2022-11-24",75780,"TANPA_PROMO",0,75780
"2022-11-05",135000,"TANPA_PROMO",0,135000
"2022-11-09",426000,"GRATIS_ONGKIR",5000,421000
"2022-11-23",27600,"TANPA_PROMO",0,27600
"2022-11-26",506997,"TANPA_PROMO",0,506997
"2022-11-15",4977000,"GRATIS_ONGKIR",5000,4972000
"2022-11-21",11600,"GRATIS_ONGKIR",5000,6600
"2022-11-10",178322,"GRATIS_ONGKIR",5000,173322
"2022-11-13",236997,"TANPA_PROMO",0,236997
"2022-11-23",17160,"TANPA_PROMO",0,17160
"2022-11-19",130000,"GRATIS_ONGKIR",5000,125000
"2022-11-09",168999,"TANPA_PROMO",0,168999
"2022-11-11",74800,"GRATIS_ONGKIR",5000,69800
"2022-11-02",44000,"TANPA_PROMO",0,44000
"2022-11-07",1470000,"GRATIS_ONGKIR",5000,1465000
"2022-11-12",70000,"GRATIS_ONGKIR",5000,65000
